Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
37,Male,HR,Retail,13,Hybrid,49,9,High,Burnout,Satisfied,5,Weekly,Good,North America
30,Male,Data Scientist,Manufacturing,7,Onsite,25,2,Medium,Anxiety,Neutral,2,None,Good,North America
50,Non-binary,Marketing,Retail,1,Hybrid,24,2,Low,Anxiety,Unsatisfied,3,None,Good,North America
49,Prefer not to say,Designer,IT,9,Hybrid,34,3,Low,Depression,Unsatisfied,3,Weekly,Good,North America
58,Prefer not to say,HR,Finance,31,Hybrid,25,12,Medium,Burnout,Satisfied,2,None,Average,North America
39,Male,Designer,Manufacturing,33,Onsite,54,8,Low,None,Satisfied,5,Daily,Average,North America
40,Prefer not to say,HR,IT,1,Hybrid,60,6,Low,Depression,Unsatisfied,5,Weekly,Poor,North America
34,Female,Designer,IT,3,Hybrid,22,1,Medium,None,Neutral,1,Weekly,Good,North America
23,Female,Sales,Manufacturing,8,Onsite,38,15,Low,None,Unsatisfied,1,None,Good,North America
27,Prefer not to say,Software Engineer,IT,3,Remote,40,6,High,None,Neutral,5,None,Good,North America
53,Non-binary,Designer,Healthcare,4,Remote,49,3,High,Burnout,Neutral,1,Weekly,Average,North America
47,Male,HR,IT,31,Remote,32,14,Low,Anxiety,Unsatisfied,3,Weekly,Poor,North America
22,Female,Sales,Finance,11,Remote,42,8,Medium,Burnout,Satisfied,1,None,Good,North America
42,Male,Designer,Consulting,34,Hybrid,21,13,High,Burnout,Satisfied,4,Weekly,Average,North America
29,Male,Project Manager,Healthcare,5,Hybrid,53,1,Medium,Depression,Satisfied,3,None,Poor,North America
24,Male,Software Engineer,Retail,26,Onsite,35,10,High,Depression,Neutral,2,Weekly,Average,North America
48,Male,HR,Finance,23,Onsite,25,8,Low,None,Unsatisfied,5,None,Average,North America
26,Non-binary,Designer,Retail,26,Onsite,46,10,Medium,None,Unsatisfied,2,Daily,Good,North America
45,Female,Software Engineer,Consulting,24,Hybrid,28,2,High,Anxiety,Unsatisfied,2,Daily,Good,North America
36,Male,HR,Finance,15,Remote,45,1,Low,Burnout,Neutral,5,Weekly,Poor,North America
38,Prefer not to say,Sales,IT,18,Hybrid,23,3,High,Depression,Neutral,3,Weekly,Good,North America
50,Non-binary,Project Manager,Education,16,Onsite,30,6,High,Burnout,Satisfied,5,None,Poor,North America
24,Female,Project Manager,Retail,23,Onsite,25,15,High,Depression,Neutral,1,Weekly,Average,North America
36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,0,Low,None,Satisfied,2,None,Good,North America
43,Prefer not to say,Marketing,Manufacturing,4,Remote,20,4,Medium,None,Unsatisfied,5,Daily,Poor,North America
37,Male,HR,Education,4,Hybrid,45,2,Medium,None,Unsatisfied,5,None,Average,North America
45,Non-binary,Marketing,Manufacturing,34,Remote,35,10,High,None,Neutral,1,Daily,Good,North America
59,Male,Designer,IT,13,Onsite,27,4,Low,Anxiety,Neutral,3,None,Average,North America
29,Female,Software Engineer,Education,28,Hybrid,41,9,Medium,None,Satisfied,4,None,Poor,North America
50,Non-binary,Marketing,Healthcare,21,Hybrid,47,14,Low,Anxiety,Satisfied,4,None,Poor,North America
57,Non-binary,HR,Finance,5,Hybrid,31,11,Medium,Anxiety,Neutral,3,Weekly,Poor,North America
31,Prefer not to say,Sales,IT,18,Hybrid,47,6,Low,Burnout,Neutral,3,Weekly,Average,North America
47,Prefer not to say,Project Manager,Retail,13,Remote,57,14,Medium,Depression,Satisfied,3,Daily,Average,North America
42,Male,Sales,Finance,13,Remote,23,11,Medium,None,Satisfied,3,Weekly,Poor,North America
29,Male,Marketing,Finance,4,Hybrid,42,5,Low,Burnout,Unsatisfied,3,Weekly,Good,North America
39,Female,Project Manager,Healthcare,29,Onsite,31,11,Low,None,Unsatisfied,4,Weekly,Good,North America
45,Non-binary,Sales,Consulting,17,Onsite,34,5,Medium,Anxiety,Unsatisfied,3,None,Average,North America
46,Female,Marketing,IT,6,Remote,51,11,Medium,Depression,Unsatisfied,4,Weekly,Average,North America
32,Female,Marketing,Manufacturing,29,Hybrid,21,3,Low,Anxiety,Unsatisfied,5,Daily,Poor,North America
56,Female,Sales,Consulting,18,Remote,45,11,Low,None,Satisfied,3,Weekly,Poor,North America
50,Prefer not to say,Software Engineer,Consulting,29,Onsite,23,4,Medium,Anxiety,Unsatisfied,4,None,Poor,North America
49,Female,HR,Education,14,Hybrid,42,4,Medium,Burnout,Neutral,1,None,Average,North America
59,Male,Software Engineer,Education,8,Remote,53,3,Medium,Burnout,Satisfied,5,Weekly,Poor,North America
33,Male,Designer,IT,27,Onsite,37,15,Low,Burnout,Satisfied,2,Weekly,Good,North America
32,Non-binary,Marketing,Retail,33,Onsite,35,12,Low,None,Neutral,1,None,Good,North America
59,Female,Sales,Retail,12,Onsite,53,6,High,Anxiety,Unsatisfied,3,Daily,Average,North America
35,Prefer not to say,Software Engineer,Manufacturing,11,Hybrid,30,0,High,None,Unsatisfied,4,None,Average,North America
34,Non-binary,Designer,Consulting,3,Hybrid,46,15,Low,Depression,Unsatisfied,1,Weekly,Good,North America
56,Female,Data Scientist,Education,32,Remote,41,6,Low,Anxiety,Neutral,2,Weekly,Good,North America
44,Prefer not to say,Designer,IT,35,Remote,29,4,Low,None,Neutral,5,Daily,Average,North America
34,Female,Marketing,IT,29,Onsite,60,2,Medium,Anxiety,Satisfied,1,None,Poor,North America
38,Prefer not to say,Software Engineer,Retail,30,Hybrid,24,5,High,Depression,Neutral,4,None,Poor,North America
58,Non-binary,Designer,IT,14,Hybrid,40,10,High,Depression,Neutral,1,None,Good,North America
56,Prefer not to say,Software Engineer,IT,19,Hybrid,59,8,High,Depression,Unsatisfied,1,None,Average,North America
60,Female,HR,Education,34,Remote,30,3,Medium,Burnout,Neutral,2,Weekly,Average,North America
31,Male,Software Engineer,Healthcare,8,Remote,33,10,High,Anxiety,Neutral,4,Weekly,Poor,North America
42,Male,Project Manager,Education,7,Onsite,30,4,High,Anxiety,Unsatisfied,3,None,Average,North America
49,Prefer not to say,Marketing,Finance,14,Remote,52,0,Low,Burnout,Unsatisfied,5,Daily,Good,North America
42,Prefer not to say,Project Manager,Finance,2,Onsite,52,7,High,Depression,Unsatisfied,3,None,Poor,North America
24,Male,Data Scientist,Consulting,19,Onsite,22,10,Low,Depression,Unsatisfied,3,None,Poor,North America
22,Female,Data Scientist,Retail,9,Remote,38,3,Medium,Anxiety,Unsatisfied,1,Daily,Average,North America
57,Non-binary,HR,Retail,29,Remote,27,1,Medium,Depression,Unsatisfied,2,Daily,Average,North America
25,Non-binary,Designer,Education,23,Hybrid,28,3,Medium,Depression,Satisfied,2,Daily,Average,North America
45,Prefer not to say,Data Scientist,Healthcare,26,Hybrid,32,7,Medium,Depression,Neutral,1,Weekly,Poor,North America
36,Non-binary,HR,Retail,13,Remote,50,1,Low,Depression,Neutral,5,Daily,Average,North America
47,Male,Project Manager,Consulting,18,Onsite,50,7,High,Anxiety,Satisfied,2,Daily,Average,North America
48,Prefer not to say,Marketing,IT,2,Remote,45,6,Medium,None,Satisfied,3,None,Average,North America
38,Prefer not to say,Marketing,Healthcare,18,Remote,49,13,High,Depression,Neutral,2,None,Average,North America
60,Female,Designer,Education,12,Onsite,47,4,Low,Burnout,Satisfied,3,None,Poor,North America
59,Female,Designer,Education,4,Onsite,42,11,Low,Depression,Satisfied,4,Weekly,Poor,North America
23,Prefer not to say,Software Engineer,IT,12,Remote,58,6,High,Depression,Neutral,1,Daily,Good,North America
37,Prefer not to say,Marketing,IT,29,Hybrid,32,3,High,Burnout,Satisfied,3,Weekly,Average,North America
26,Male,Data Scientist,IT,34,Hybrid,55,0,Medium,Anxiety,Satisfied,5,Weekly,Average,North America
25,Female,Data Scientist,Manufacturing,22,Onsite,46,9,Medium,Burnout,Neutral,2,Weekly,Average,North America
25,Prefer not to say,Data Scientist,Manufacturing,14,Remote,22,12,Medium,Depression,Neutral,3,Daily,Poor,North America
43,Prefer not to say,Data Scientist,Consulting,30,Hybrid,40,1,High,Burnout,Neutral,1,None,Poor,North America
25,Non-binary,Marketing,Manufacturing,13,Hybrid,28,12,Low,None,Neutral,3,None,Good,North America
59,Prefer not to say,HR,IT,23,Remote,41,4,Medium,Burnout,Satisfied,4,Weekly,Poor,North America
58,Non-binary,Designer,Healthcare,30,Onsite,36,11,High,Anxiety,Unsatisfied,5,Weekly,Good,North America
48,Prefer not to say,Software Engineer,Education,20,Hybrid,27,11,Medium,Depression,Unsatisfied,3,Weekly,Average,North America
54,Female,Marketing,Education,28,Remote,31,14,High,Burnout,Neutral,5,None,Average,North America
43,Female,Marketing,Retail,29,Hybrid,57,12,Low,Burnout,Satisfied,3,Weekly,Good,North America
45,Non-binary,Project Manager,Consulting,16,Remote,20,7,Medium,None,Neutral,3,Weekly,Good,North America
22,Male,Sales,Retail,9,Hybrid,60,10,Low,Burnout,Neutral,4,None,Good,North America
56,Prefer not to say,Project Manager,Healthcare,25,Hybrid,40,9,Medium,None,Satisfied,1,None,Average,North America
25,Female,Project Manager,Education,34,Onsite,20,10,Low,Anxiety,Unsatisfied,3,Daily,Good,North America
25,Prefer not to say,Sales,Finance,25,Remote,22,1,High,None,Neutral,2,Daily,Good,North America
59,Prefer not to say,Designer,Retail,29,Onsite,46,12,Medium,Depression,Neutral,5,Weekly,Good,North America
39,Female,Software Engineer,Retail,15,Hybrid,52,7,Medium,None,Neutral,3,Weekly,Average,North America
24,Non-binary,Designer,IT,3,Onsite,39,0,High,Burnout,Satisfied,1,Weekly,Good,North America
51,Female,Project Manager,Manufacturing,26,Hybrid,26,1,High,Anxiety,Unsatisfied,5,Weekly,Average,North America
35,Non-binary,Sales,Healthcare,23,Hybrid,26,0,Low,Anxiety,Satisfied,1,Daily,Average,North America
31,Male,Project Manager,IT,33,Onsite,37,3,High,None,Neutral,1,None,Good,North America
46,Male,Project Manager,IT,24,Hybrid,45,4,High,Depression,Satisfied,5,Daily,Poor,North America
49,Male,Designer,Finance,13,Remote,40,2,Low,Anxiety,Neutral,1,None,Poor,North America
42,Male,Project Manager,IT,7,Remote,38,5,Low,Anxiety,Neutral,5,Daily,Poor,North America
39,Male,Designer,Manufacturing,28,Hybrid,48,14,High,Anxiety,Unsatisfied,2,Weekly,Poor,North America
25,Male,Sales,Retail,19,Remote,25,3,Low,Depression,Satisfied,2,None,Good,North America
57,Female,Software Engineer,Finance,4,Hybrid,32,1,High,Depression,Neutral,4,None,Poor,North America
33,Prefer not to say,Software Engineer,Retail,22,Onsite,25,8,High,Anxiety,Satisfied,1,Daily,Average,North America
28,Female,Software Engineer,Consulting,27,Remote,54,5,Low,Burnout,Unsatisfied,5,None,Poor,North America
32,Male,Data Scientist,Manufacturing,21,Hybrid,37,8,Medium,None,Neutral,1,None,Poor,North America
24,Female,Project Manager,Consulting,3,Hybrid,53,5,Medium,Anxiety,Satisfied,1,Weekly,Average,North America
32,Male,HR,Retail,15,Hybrid,30,13,Low,Anxiety,Unsatisfied,5,None,Average,North America
42,Non-binary,Designer,Consulting,12,Remote,25,10,Medium,None,Unsatisfied,3,Weekly,Average,North America
58,Male,HR,Finance,13,Hybrid,25,11,Medium,Burnout,Unsatisfied,3,Daily,Good,North America
43,Prefer not to say,HR,IT,7,Remote,43,14,Medium,Depression,Unsatisfied,4,Daily,Poor,North America
43,Male,Software Engineer,Consulting,24,Onsite,48,6,High,Depression,Neutral,4,Daily,Poor,North America
36,Non-binary,HR,Finance,22,Remote,43,14,Medium,None,Unsatisfied,4,Daily,Average,North America
57,Prefer not to say,Software Engineer,IT,17,Hybrid,28,6,Low,Anxiety,Neutral,3,None,Good,North America
40,Non-binary,Project Manager,Finance,27,Hybrid,43,5,Low,Anxiety,Neutral,2,Daily,Poor,North America
29,Female,Project Manager,Finance,12,Remote,42,2,Low,None,Neutral,2,Daily,Good,North America
22,Non-binary,HR,Retail,6,Remote,48,14,Medium,Depression,Unsatisfied,1,Weekly,Average,North America
56,Non-binary,Software Engineer,Retail,22,Onsite,52,6,Low,None,Satisfied,5,Daily,Good,North America
55,Male,Sales,Healthcare,9,Remote,49,13,Medium,Depression,Neutral,1,None,Good,North America
56,Non-binary,Software Engineer,Manufacturing,19,Onsite,32,1,High,Depression,Satisfied,4,None,Average,North America
56,Prefer not to say,Sales,Healthcare,21,Remote,49,10,High,Burnout,Unsatisfied,4,None,Good,North America
45,Male,Designer,Manufacturing,31,Remote,58,8,High,None,Unsatisfied,2,Weekly,Good,North America
38,Non-binary,Software Engineer,Healthcare,27,Hybrid,40,2,Low,Anxiety,Satisfied,4,None,Average,North America
22,Male,Software Engineer,Manufacturing,18,Onsite,22,5,High,Burnout,Neutral,3,Weekly,Average,North America
48,Female,Project Manager,Manufacturing,33,Remote,46,15,High,None,Unsatisfied,4,None,Good,North America
56,Female,Data Scientist,Finance,17,Onsite,45,15,Low,Burnout,Satisfied,3,None,Poor,North America
45,Male,Marketing,IT,6,Hybrid,60,11,High,Burnout,Neutral,4,None,Good,North America
57,Male,Sales,Finance,25,Hybrid,34,0,Medium,Anxiety,Satisfied,3,Daily,Poor,North America
43,Female,HR,Education,7,Remote,48,2,Low,Anxiety,Neutral,1,Daily,Good,North America
37,Prefer not to say,Marketing,Finance,33,Onsite,36,6,Medium,Burnout,Unsatisfied,2,Weekly,Poor,North America
48,Female,Sales,Consulting,30,Hybrid,49,14,Low,Depression,Neutral,1,None,Good,North America
29,Female,Marketing,Consulting,6,Remote,38,1,High,None,Neutral,2,Weekly,Average,North America
27,Female,Sales,Healthcare,23,Hybrid,58,3,High,Depression,Satisfied,4,Weekly,Average,North America
27,Male,Marketing,Manufacturing,29,Onsite,22,8,High,Burnout,Unsatisfied,5,Daily,Good,North America
35,Prefer not to say,HR,IT,31,Onsite,59,15,Medium,Anxiety,Neutral,3,Daily,Poor,North America
22,Female,Sales,Education,25,Onsite,24,8,Low,Burnout,Satisfied,1,Weekly,Average,North America
58,Non-binary,Software Engineer,Retail,8,Onsite,47,2,High,Depression,Neutral,3,Weekly,Average,North America
23,Female,Data Scientist,IT,1,Onsite,39,0,High,Burnout,Satisfied,4,Weekly,Good,North America
39,Female,Designer,Education,26,Remote,47,4,Medium,Depression,Neutral,4,None,Good,North America
51,Female,Data Scientist,Retail,1,Onsite,24,13,High,Burnout,Neutral,1,None,Average,North America
33,Male,Project Manager,Retail,9,Hybrid,59,0,Medium,Anxiety,Unsatisfied,4,Weekly,Poor,North America
42,Female,Designer,Consulting,30,Hybrid,48,4,High,Anxiety,Neutral,5,Weekly,Good,North America
56,Non-binary,HR,Retail,5,Hybrid,54,7,Low,Anxiety,Neutral,2,Weekly,Average,North America
46,Female,HR,Finance,29,Remote,29,13,Medium,Burnout,Neutral,1,Weekly,Average,North America
45,Prefer not to say,Sales,Healthcare,33,Hybrid,29,5,High,None,Satisfied,5,Daily,Average,North America
39,Prefer not to say,Data Scientist,Retail,21,Hybrid,29,1,Low,Depression,Unsatisfied,4,Weekly,Good,North America
42,Male,Data Scientist,Healthcare,13,Onsite,54,6,Medium,Anxiety,Satisfied,1,Daily,Good,North America
56,Female,Project Manager,IT,5,Onsite,48,4,Medium,None,Neutral,3,Daily,Average,North America
24,Non-binary,HR,Retail,18,Hybrid,36,7,High,Anxiety,Satisfied,1,Weekly,Good,North America
35,Female,Sales,Education,29,Onsite,32,15,High,Depression,Neutral,3,Weekly,Average,North America
27,Female,HR,Healthcare,8,Hybrid,44,11,Low,Burnout,Satisfied,4,None,Average,North America
33,Non-binary,HR,IT,6,Onsite,32,8,Low,Burnout,Unsatisfied,2,Daily,Good,North America
22,Female,Data Scientist,Manufacturing,14,Onsite,40,3,Low,Anxiety,Satisfied,5,Weekly,Poor,North America
43,Female,Marketing,Consulting,18,Onsite,55,11,Medium,Burnout,Unsatisfied,3,None,Good,North America
27,Prefer not to say,Designer,Healthcare,25,Remote,55,2,Medium,Depression,Neutral,5,Daily,Poor,North America
25,Female,Data Scientist,Finance,28,Onsite,54,15,Medium,Depression,Satisfied,2,Daily,Poor,North America
23,Non-binary,Data Scientist,IT,27,Hybrid,22,6,Low,Burnout,Satisfied,3,Daily,Average,North America
51,Male,Software Engineer,Consulting,4,Remote,20,10,Medium,Anxiety,Satisfied,1,Weekly,Poor,North America
51,Non-binary,Software Engineer,Consulting,5,Onsite,47,2,Medium,None,Unsatisfied,2,Weekly,Poor,North America
43,Female,Data Scientist,Finance,29,Remote,55,7,Medium,None,Neutral,4,Weekly,Average,North America
52,Male,Sales,Education,12,Remote,55,14,Medium,Depression,Neutral,5,None,Good,North America
52,Male,Project Manager,IT,19,Onsite,20,3,Medium,Depression,Satisfied,4,Weekly,Good,North America
23,Male,HR,IT,34,Remote,59,12,Low,Depression,Satisfied,1,Daily,Average,North America
53,Female,Marketing,Consulting,18,Remote,58,13,Low,Depression,Satisfied,4,Daily,Average,North America
30,Non-binary,Software Engineer,IT,16,Remote,55,12,Medium,Depression,Satisfied,1,Weekly,Poor,North America
58,Male,Marketing,Healthcare,25,Onsite,34,4,Low,Anxiety,Unsatisfied,1,None,Poor,North America
40,Female,Project Manager,Healthcare,12,Remote,42,4,High,Burnout,Neutral,4,Daily,Average,North America
34,Female,Designer,Consulting,21,Hybrid,54,3,High,Burnout,Neutral,5,Weekly,Poor,North America
41,Non-binary,Project Manager,IT,27,Onsite,44,13,Low,None,Neutral,5,None,Good,North America
48,Female,Data Scientist,Finance,20,Onsite,36,11,Low,Depression,Neutral,1,Weekly,Poor,North America
30,Female,Sales,Manufacturing,34,Onsite,42,15,High,None,Satisfied,2,None,Good,North America
41,Male,HR,Manufacturing,24,Onsite,27,5,Low,Anxiety,Satisfied,3,None,Poor,North America
38,Non-binary,Project Manager,Retail,26,Hybrid,27,15,Low,Depression,Unsatisfied,3,Daily,Poor,North America
46,Male,Marketing,Retail,20,Onsite,30,14,High,Anxiety,Neutral,4,None,Good,North America
43,Female,HR,Education,4,Remote,26,5,Low,None,Neutral,4,None,Good,North America
24,Non-binary,Data Scientist,Finance,13,Remote,20,4,Low,Burnout,Satisfied,2,Daily,Average,North America
52,Female,Sales,Consulting,5,Onsite,56,11,Medium,Depression,Neutral,5,Weekly,Poor,North America
46,Female,Marketing,Manufacturing,22,Onsite,56,13,Medium,None,Unsatisfied,4,Daily,Average,North America
55,Female,Designer,Manufacturing,34,Hybrid,34,8,Medium,None,Satisfied,2,Weekly,Good,North America
22,Male,Marketing,IT,27,Hybrid,43,7,High,Depression,Unsatisfied,2,Weekly,Average,North America
49,Prefer not to say,Project Manager,Finance,6,Hybrid,44,0,Medium,Depression,Unsatisfied,5,Daily,Poor,North America
33,Female,Designer,Retail,33,Remote,46,0,High,Depression,Neutral,1,None,Average,North America
57,Female,HR,Education,12,Onsite,20,1,High,None,Unsatisfied,4,None,Good,North America
51,Male,Software Engineer,Education,4,Onsite,56,9,Low,Burnout,Unsatisfied,1,Weekly,Good,North America
47,Male,Sales,Finance,30,Remote,53,2,Medium,None,Neutral,1,None,Average,North America
30,Male,Designer,Retail,1,Remote,33,6,Low,Burnout,Unsatisfied,3,None,Average,North America
24,Prefer not to say,Project Manager,Manufacturing,11,Remote,47,8,Low,Burnout,Satisfied,5,Daily,Good,North America
48,Non-binary,Software Engineer,Manufacturing,16,Remote,56,10,High,Burnout,Neutral,5,None,Average,North America
49,Female,Data Scientist,Consulting,3,Remote,36,10,Medium,Burnout,Unsatisfied,2,Weekly,Average,North America
27,Prefer not to say,Marketing,Retail,26,Onsite,45,3,Medium,Anxiety,Satisfied,2,None,Good,North America
56,Male,Software Engineer,Healthcare,15,Hybrid,60,14,Low,Depression,Unsatisfied,1,Daily,Good,North America
25,Female,Designer,Consulting,20,Remote,35,1,High,Anxiety,Neutral,4,None,Average,North America
31,Female,HR,Retail,6,Hybrid,22,2,Medium,Burnout,Satisfied,5,Weekly,Poor,North America
30,Male,Project Manager,IT,25,Remote,52,3,Low,Burnout,Neutral,2,Daily,Poor,North America
25,Male,Data Scientist,Retail,17,Remote,35,7,Medium,Depression,Unsatisfied,1,Daily,Good,North America
48,Male,HR,Retail,2,Onsite,56,5,High,Depression,Unsatisfied,3,Weekly,Poor,North America
53,Non-binary,Designer,Education,26,Onsite,25,10,Medium,Depression,Satisfied,2,Daily,Poor,North America
41,Prefer not to say,Data Scientist,Retail,30,Hybrid,52,1,Low,Burnout,Neutral,5,None,Good,North America
40,Female,Designer,Finance,12,Remote,54,13,High,None,Satisfied,3,Weekly,Good,North America
23,Female,HR,IT,27,Onsite,60,15,Medium,None,Satisfied,1,Daily,Average,North America
29,Female,Designer,Healthcare,30,Remote,42,5,High,None,Unsatisfied,3,Daily,Good,North America
58,Male,Data Scientist,Education,19,Remote,34,5,Medium,None,Satisfied,3,None,Good,North America
36,Prefer not to say,Designer,Finance,4,Remote,29,15,Medium,Burnout,Unsatisfied,1,None,Average,North America
60,Non-binary,Marketing,Retail,6,Remote,41,11,High,Burnout,Unsatisfied,2,None,Good,North America
45,Non-binary,Project Manager,IT,6,Remote,33,11,Low,Anxiety,Neutral,2,None,Poor,North America
30,Non-binary,Designer,Finance,8,Hybrid,24,0,Medium,Depression,Satisfied,3,Daily,Good,North America
42,Male,Project Manager,IT,35,Remote,58,14,Medium,Depression,Neutral,2,None,Poor,North America
28,Non-binary,Project Manager,Retail,3,Remote,22,0,Medium,Burnout,Unsatisfied,3,Daily,Average,North America
43,Non-binary,Marketing,Education,2,Onsite,41,12,Medium,None,Unsatisfied,3,Daily,Average,North America
28,Male,Designer,Finance,10,Remote,33,11,High,None,Neutral,3,Daily,Good,North America
23,Male,Designer,Finance,26,Hybrid,28,15,High,None,Neutral,3,Daily,Good,North America
44,Male,Data Scientist,Retail,25,Onsite,35,10,Medium,None,Satisfied,2,Daily,Good,North America
53,Female,HR,Education,4,Onsite,46,4,Low,Anxiety,Neutral,5,None,Average,North America
40,Non-binary,Designer,Finance,28,Onsite,48,15,Medium,Anxiety,Neutral,2,None,Good,North America
40,Prefer not to say,Marketing,Manufacturing,18,Remote,46,4,Low,Burnout,Unsatisfied,3,Daily,Good,North America
42,Prefer not to say,Data Scientist,Consulting,20,Remote,22,4,Low,Depression,Neutral,2,None,Poor,North America
22,Male,Software Engineer,Consulting,2,Onsite,31,0,Medium,Anxiety,Satisfied,3,Daily,Average,North America
25,Female,Marketing,Healthcare,19,Onsite,53,14,High,None,Unsatisfied,5,Daily,Average,North America
49,Non-binary,Marketing,Healthcare,24,Remote,34,13,High,None,Neutral,5,None,Good,North America
51,Male,Data Scientist,Manufacturing,4,Hybrid,52,4,Low,Anxiety,Unsatisfied,4,Weekly,Poor,North America
53,Female,Designer,Education,12,Remote,36,10,Medium,Burnout,Neutral,3,Daily,Average,North America
59,Prefer not to say,Data Scientist,Finance,30,Hybrid,49,0,High,None,Unsatisfied,2,None,Poor,North America
27,Female,Sales,Finance,33,Hybrid,50,1,Low,Anxiety,Neutral,4,Daily,Good,North America
42,Non-binary,Sales,Education,9,Hybrid,57,15,High,Burnout,Neutral,1,Daily,Average,North America
50,Male,Data Scientist,Retail,3,Remote,45,15,Low,Burnout,Neutral,4,None,Average,North America
45,Female,Software Engineer,Manufacturing,29,Onsite,29,6,High,Burnout,Satisfied,1,None,Good,North America
22,Prefer not to say,Sales,IT,6,Remote,50,15,High,Depression,Unsatisfied,2,Daily,Good,North America
58,Non-binary,Data Scientist,Consulting,2,Remote,48,15,High,None,Neutral,2,Daily,Average,North America
34,Female,Project Manager,Education,10,Hybrid,21,7,Medium,Depression,Neutral,2,Daily,Good,North America
25,Prefer not to say,Sales,Healthcare,33,Onsite,40,0,Low,None,Satisfied,2,None,Poor,North America
36,Non-binary,Software Engineer,Education,12,Remote,51,4,Low,Depression,Satisfied,4,Weekly,Average,North America
58,Prefer not to say,Designer,Education,26,Remote,58,13,Low,Anxiety,Satisfied,3,Daily,Poor,North America
23,Prefer not to say,Software Engineer,Finance,10,Hybrid,25,13,High,None,Satisfied,4,Weekly,Average,North America
26,Non-binary,Sales,Healthcare,27,Hybrid,43,6,Low,Anxiety,Unsatisfied,5,Daily,Good,North America
49,Female,HR,Finance,2,Onsite,25,5,High,None,Unsatisfied,2,Daily,Average,North America
55,Non-binary,Marketing,Education,35,Onsite,29,9,High,None,Satisfied,2,None,Good,North America
26,Female,Project Manager,Manufacturing,11,Remote,32,15,Low,Depression,Neutral,3,Daily,Poor,North America
35,Prefer not to say,HR,Education,3,Onsite,56,4,High,Anxiety,Unsatisfied,1,Daily,Good,North America
57,Prefer not to say,Project Manager,Finance,22,Remote,46,14,High,Depression,Satisfied,3,Weekly,Poor,North America
60,Female,HR,Manufacturing,2,Onsite,52,3,Low,Burnout,Satisfied,4,Daily,Poor,North America
32,Prefer not to say,Data Scientist,IT,29,Onsite,33,10,Low,Burnout,Satisfied,3,None,Poor,North America
51,Non-binary,Data Scientist,Healthcare,15,Hybrid,46,3,Medium,Burnout,Satisfied,5,Daily,Good,North America
38,Prefer not to say,HR,IT,9,Onsite,24,9,Low,Anxiety,Neutral,3,None,Good,North America
57,Non-binary,Project Manager,Retail,17,Onsite,21,12,High,None,Neutral,1,Daily,Good,North America
25,Prefer not to say,Designer,Healthcare,15,Remote,26,11,High,Depression,Satisfied,3,Weekly,Average,North America
31,Male,Project Manager,Education,24,Remote,60,4,Low,None,Unsatisfied,4,Daily,Average,North America
49,Male,HR,IT,18,Hybrid,28,1,Low,None,Unsatisfied,2,Weekly,Average,North America
55,Prefer not to say,Designer,Education,23,Remote,55,5,Low,Burnout,Neutral,5,None,Good,North America
40,Non-binary,Sales,Education,28,Hybrid,37,14,High,Burnout,Satisfied,5,Weekly,Good,North America
48,Female,Marketing,Consulting,23,Hybrid,54,9,Low,Depression,Unsatisfied,1,None,Good,North America
39,Non-binary,Project Manager,IT,11,Remote,43,1,Low,Anxiety,Unsatisfied,4,Weekly,Average,North America
22,Female,HR,Healthcare,16,Hybrid,51,6,High,Burnout,Neutral,3,Weekly,Average,North America
51,Female,Software Engineer,Retail,21,Hybrid,53,15,High,Burnout,Unsatisfied,2,None,Good,North America
29,Female,Designer,Education,25,Onsite,52,13,Low,None,Satisfied,1,Weekly,Good,North America
50,Prefer not to say,Software Engineer,Finance,30,Onsite,43,0,High,None,Neutral,1,None,Average,North America
33,Male,Software Engineer,Healthcare,9,Onsite,23,12,High,Anxiety,Unsatisfied,2,Weekly,Good,North America
30,Male,Sales,Retail,15,Remote,53,4,Low,Anxiety,Satisfied,4,Daily,Poor,North America
54,Male,Sales,Finance,4,Remote,44,14,Low,Anxiety,Unsatisfied,5,Weekly,Poor,North America
59,Female,Sales,Consulting,22,Remote,40,15,Medium,Depression,Satisfied,4,Weekly,Good,North America
29,Non-binary,HR,Retail,10,Onsite,40,2,Low,None,Neutral,5,Daily,Average,North America
50,Female,Project Manager,Education,12,Remote,57,4,High,None,Unsatisfied,3,Daily,Good,North America
55,Male,Marketing,IT,29,Hybrid,43,3,Low,None,Unsatisfied,1,Weekly,Poor,North America
47,Non-binary,Data Scientist,Consulting,2,Onsite,25,0,High,Anxiety,Neutral,2,Daily,Poor,North America
53,Female,Software Engineer,Finance,24,Onsite,35,10,Low,Depression,Unsatisfied,2,Daily,Average,North America
46,Male,Software Engineer,Manufacturing,30,Remote,52,4,Medium,None,Satisfied,4,None,Good,North America
22,Prefer not to say,HR,Retail,7,Hybrid,36,6,High,Anxiety,Satisfied,5,Weekly,Good,North America
22,Non-binary,Designer,Education,6,Remote,22,9,High,None,Neutral,3,Weekly,Poor,North America
