Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
41,Non-binary,Marketing,Manufacturing,4,Remote,60,11,High,Anxiety,Neutral,3,Daily,Poor,Europe
27,Male,Software Engineer,IT,29,Remote,44,14,Low,Depression,Unsatisfied,1,Weekly,Poor,Europe
51,Non-binary,Designer,Finance,25,Remote,60,1,Medium,Burnout,Neutral,3,Weekly,Poor,Europe
47,Female,Project Manager,Finance,6,Hybrid,53,5,High,None,Unsatisfied,3,Weekly,Good,Europe
34,Non-binary,Project Manager,IT,10,Hybrid,40,11,High,Anxiety,Neutral,5,Daily,Poor,Europe
47,Female,Data Scientist,Retail,2,Remote,33,3,High,Depression,Neutral,5,None,Good,Europe
52,Non-binary,HR,Education,25,Remote,31,7,Low,Burnout,Unsatisfied,4,None,Poor,Europe
49,Prefer not to say,Marketing,Consulting,30,Onsite,38,3,High,None,Satisfied,4,None,Poor,Europe
35,Female,Sales,Consulting,35,Hybrid,50,3,Low,Anxiety,Neutral,2,None,Good,Europe
47,Prefer not to say,Software Engineer,Retail,4,Remote,23,13,Low,None,Unsatisfied,3,Daily,Average,Europe
25,Prefer not to say,Sales,IT,12,Onsite,44,9,Low,Burnout,Neutral,5,Daily,Poor,Europe
36,Female,Data Scientist,Retail,2,Hybrid,27,6,Low,Depression,Satisfied,2,Daily,Average,Europe
26,Female,Designer,Retail,17,Onsite,32,9,Low,Anxiety,Satisfied,1,Weekly,Average,Europe
56,Male,Data Scientist,Education,8,Onsite,41,15,High,None,Unsatisfied,2,None,Poor,Europe
33,Female,Project Manager,Manufacturing,16,Remote,34,9,Medium,Burnout,Neutral,5,Daily,Average,Europe
22,Prefer not to say,Marketing,Manufacturing,8,Hybrid,35,2,Low,Burnout,Unsatisfied,4,Daily,Average,Europe
55,Prefer not to say,Data Scientist,Consulting,22,Hybrid,36,8,High,Depression,Neutral,3,None,Poor,Europe
28,Non-binary,Sales,Consulting,23,Remote,43,10,High,Depression,Neutral,1,Daily,Average,Europe
26,Female,Software Engineer,Healthcare,18,Remote,36,9,Low,Anxiety,Satisfied,2,None,Average,Europe
54,Prefer not to say,Software Engineer,Consulting,26,Onsite,35,13,Medium,Burnout,Satisfied,3,None,Good,Europe
55,Prefer not to say,Designer,Manufacturing,19,Remote,22,2,High,Burnout,Neutral,5,None,Poor,Europe
22,Male,Designer,Healthcare,25,Onsite,41,7,High,None,Satisfied,4,None,Average,Europe
34,Non-binary,Designer,Healthcare,7,Onsite,28,4,Medium,Depression,Satisfied,4,Daily,Good,Europe
50,Male,Sales,Finance,18,Onsite,20,2,High,Anxiety,Satisfied,2,None,Poor,Europe
44,Non-binary,Software Engineer,Consulting,20,Remote,32,4,Medium,Anxiety,Unsatisfied,3,Daily,Average,Europe
37,Non-binary,Project Manager,Retail,29,Remote,53,5,High,Burnout,Neutral,1,Daily,Poor,Europe
40,Male,Software Engineer,IT,29,Hybrid,26,3,Low,Anxiety,Unsatisfied,3,None,Good,Europe
39,Female,Project Manager,IT,31,Hybrid,41,14,Low,Burnout,Satisfied,3,Daily,Average,Europe
46,Non-binary,Sales,Education,35,Onsite,35,7,High,Burnout,Satisfied,2,Daily,Average,Europe
37,Prefer not to say,Sales,Healthcare,28,Onsite,44,7,High,Depression,Satisfied,4,None,Poor,Europe
37,Non-binary,Sales,Finance,11,Hybrid,21,3,Low,Depression,Neutral,3,Daily,Average,Europe
36,Female,Project Manager,Retail,12,Onsite,29,5,Low,Depression,Neutral,2,None,Poor,Europe
57,Prefer not to say,Project Manager,IT,13,Remote,38,13,High,Burnout,Neutral,2,Weekly,Average,Europe
43,Non-binary,Sales,Finance,13,Onsite,44,11,Low,Anxiety,Satisfied,3,None,Good,Europe
34,Prefer not to say,Software Engineer,Manufacturing,6,Hybrid,36,15,High,Anxiety,Neutral,4,Weekly,Good,Europe
45,Prefer not to say,Sales,Healthcare,18,Remote,23,14,Medium,Burnout,Neutral,4,Daily,Good,Europe
54,Female,HR,Healthcare,31,Onsite,50,6,Low,Depression,Satisfied,3,Weekly,Good,Europe
32,Prefer not to say,Project Manager,IT,32,Hybrid,38,12,High,Burnout,Satisfied,4,Daily,Average,Europe
34,Prefer not to say,Data Scientist,Consulting,31,Remote,42,7,High,Anxiety,Satisfied,1,None,Average,Europe
59,Non-binary,Software Engineer,IT,26,Remote,56,13,High,Depression,Satisfied,2,Weekly,Poor,Europe
45,Male,Software Engineer,Healthcare,24,Remote,34,13,High,Burnout,Unsatisfied,1,None,Poor,Europe
42,Prefer not to say,Designer,Finance,1,Hybrid,31,10,Low,Anxiety,Satisfied,4,None,Poor,Europe
40,Prefer not to say,HR,Manufacturing,26,Hybrid,55,7,Medium,None,Satisfied,1,Daily,Good,Europe
44,Male,Data Scientist,Education,6,Onsite,30,1,Low,Burnout,Neutral,4,Weekly,Average,Europe
36,Non-binary,HR,Education,35,Onsite,28,5,High,Burnout,Satisfied,1,Weekly,Poor,Europe
28,Prefer not to say,Data Scientist,Finance,9,Remote,25,2,High,Depression,Satisfied,3,Daily,Good,Europe
25,Non-binary,Data Scientist,Consulting,15,Hybrid,27,14,Low,None,Neutral,5,Daily,Poor,Europe
37,Female,Sales,Retail,15,Onsite,25,7,Low,Burnout,Unsatisfied,5,None,Good,Europe
39,Female,Sales,Education,17,Hybrid,41,9,Medium,Anxiety,Neutral,1,Daily,Poor,Europe
39,Prefer not to say,Data Scientist,Manufacturing,4,Hybrid,33,12,Medium,Anxiety,Unsatisfied,1,None,Good,Europe
25,Female,Data Scientist,IT,8,Remote,35,11,High,Depression,Neutral,5,None,Poor,Europe
55,Female,Sales,Education,16,Onsite,54,15,Low,Anxiety,Satisfied,1,Daily,Average,Europe
58,Male,Software Engineer,IT,21,Remote,48,11,High,Burnout,Neutral,5,Weekly,Average,Europe
22,Prefer not to say,Designer,Healthcare,1,Remote,26,7,High,Burnout,Unsatisfied,4,Weekly,Poor,Europe
47,Prefer not to say,Designer,Healthcare,26,Hybrid,55,15,Medium,Anxiety,Neutral,1,None,Average,Europe
41,Male,Sales,Consulting,11,Onsite,38,14,High,None,Neutral,2,Daily,Average,Europe
53,Male,Project Manager,IT,33,Hybrid,41,7,Low,Anxiety,Satisfied,5,Daily,Average,Europe
38,Male,Data Scientist,Healthcare,30,Hybrid,27,15,High,Depression,Satisfied,3,None,Good,Europe
35,Prefer not to say,Designer,Education,20,Onsite,59,8,Low,Anxiety,Neutral,3,Daily,Good,Europe
47,Female,Sales,Consulting,34,Hybrid,33,2,High,Burnout,Unsatisfied,3,Weekly,Good,Europe
25,Non-binary,Marketing,Manufacturing,17,Remote,47,15,Medium,Depression,Unsatisfied,4,None,Average,Europe
48,Prefer not to say,Marketing,Healthcare,30,Remote,23,15,Low,Depression,Unsatisfied,5,None,Average,Europe
42,Male,Designer,Manufacturing,7,Remote,24,2,Low,None,Satisfied,2,Weekly,Poor,Europe
60,Female,Project Manager,Consulting,9,Hybrid,33,11,High,Depression,Neutral,2,Daily,Good,Europe
53,Male,HR,Finance,18,Onsite,45,11,Low,Depression,Neutral,4,Daily,Average,Europe
32,Prefer not to say,Marketing,Healthcare,35,Remote,27,4,Medium,None,Satisfied,4,Daily,Poor,Europe
50,Female,Software Engineer,Manufacturing,13,Remote,42,5,Low,None,Neutral,1,Weekly,Average,Europe
47,Male,Software Engineer,Consulting,15,Onsite,28,12,Low,Depression,Unsatisfied,3,None,Good,Europe
38,Female,Data Scientist,Consulting,4,Hybrid,22,14,High,Burnout,Satisfied,2,None,Poor,Europe
51,Male,Sales,Manufacturing,20,Remote,41,1,High,Depression,Unsatisfied,2,Daily,Poor,Europe
36,Male,Designer,Healthcare,13,Onsite,37,13,High,Depression,Satisfied,3,Weekly,Average,Europe
56,Prefer not to say,Sales,Healthcare,18,Remote,59,14,Medium,Depression,Unsatisfied,3,Weekly,Good,Europe
47,Non-binary,Sales,Finance,2,Hybrid,46,4,High,None,Unsatisfied,5,Weekly,Average,Europe
60,Male,Designer,Healthcare,34,Onsite,37,8,High,Burnout,Unsatisfied,5,None,Poor,Europe
47,Female,HR,Finance,8,Hybrid,33,10,Low,Anxiety,Satisfied,4,Weekly,Good,Europe
23,Prefer not to say,Marketing,Healthcare,28,Remote,59,14,High,None,Neutral,1,Daily,Good,Europe
30,Prefer not to say,Data Scientist,Manufacturing,9,Hybrid,58,14,Medium,None,Satisfied,1,None,Average,Europe
22,Female,Software Engineer,IT,12,Onsite,30,6,Low,None,Neutral,5,Daily,Good,Europe
24,Male,Software Engineer,Healthcare,32,Hybrid,39,1,High,Anxiety,Neutral,1,None,Poor,Europe
49,Male,Sales,Finance,10,Onsite,23,4,High,Anxiety,Unsatisfied,5,Daily,Average,Europe
55,Female,Data Scientist,Finance,10,Hybrid,23,7,Low,None,Unsatisfied,2,Daily,Poor,Europe
52,Prefer not to say,Data Scientist,Education,23,Remote,26,4,Medium,Anxiety,Unsatisfied,3,Weekly,Poor,Europe
24,Prefer not to say,Designer,Manufacturing,1,Remote,34,11,Low,Depression,Unsatisfied,3,None,Average,Europe
36,Non-binary,Data Scientist,Education,18,Hybrid,35,12,High,None,Neutral,5,Weekly,Poor,Europe
51,Female,Data Scientist,Retail,6,Hybrid,20,15,High,Burnout,Neutral,1,None,Good,Europe
22,Male,Project Manager,Manufacturing,27,Onsite,43,7,High,Burnout,Neutral,5,Weekly,Average,Europe
45,Female,Sales,Retail,20,Hybrid,56,12,Medium,Anxiety,Neutral,1,Daily,Poor,Europe
40,Prefer not to say,Sales,Manufacturing,30,Onsite,57,9,High,Anxiety,Satisfied,3,Weekly,Good,Europe
29,Male,Marketing,Education,33,Hybrid,23,15,Medium,Anxiety,Satisfied,4,Weekly,Good,Europe
50,Prefer not to say,Software Engineer,Retail,2,Onsite,40,6,Low,Burnout,Satisfied,4,None,Good,Europe
31,Prefer not to say,Designer,Finance,7,Onsite,36,12,Medium,Anxiety,Satisfied,1,None,Poor,Europe
47,Male,Software Engineer,Consulting,13,Hybrid,45,15,Low,Burnout,Unsatisfied,2,Daily,Good,Europe
53,Prefer not to say,Sales,Education,12,Remote,32,6,Low,None,Neutral,3,None,Average,Europe
47,Non-binary,Software Engineer,Consulting,1,Hybrid,55,10,High,Anxiety,Neutral,1,None,Poor,Europe
40,Prefer not to say,Software Engineer,Finance,19,Hybrid,43,13,Low,Burnout,Neutral,5,Daily,Good,Europe
47,Male,Designer,Retail,4,Remote,24,4,Low,Burnout,Neutral,1,Daily,Good,Europe
22,Non-binary,Sales,Finance,5,Onsite,33,9,Medium,Anxiety,Unsatisfied,5,None,Average,Europe
33,Prefer not to say,Marketing,Manufacturing,22,Hybrid,58,3,Medium,Burnout,Neutral,2,Weekly,Average,Europe
52,Prefer not to say,Designer,Manufacturing,9,Onsite,32,7,Low,None,Neutral,2,None,Good,Europe
44,Female,HR,Finance,13,Onsite,27,12,Medium,Burnout,Unsatisfied,3,Weekly,Average,Europe
32,Male,Software Engineer,Manufacturing,15,Onsite,60,8,High,None,Satisfied,5,Weekly,Poor,Europe
42,Non-binary,Marketing,Retail,12,Hybrid,31,0,High,None,Neutral,4,Daily,Average,Europe
39,Prefer not to say,Marketing,Consulting,24,Onsite,38,9,Low,None,Neutral,2,None,Poor,Europe
30,Male,HR,Retail,13,Remote,34,7,Low,Burnout,Neutral,1,Weekly,Poor,Europe
40,Female,HR,Finance,27,Onsite,39,14,High,None,Neutral,4,Weekly,Good,Europe
37,Female,Data Scientist,IT,10,Onsite,31,12,Low,Burnout,Unsatisfied,5,None,Poor,Europe
58,Non-binary,HR,Finance,21,Hybrid,53,1,Low,Depression,Satisfied,3,None,Average,Europe
30,Male,Sales,Finance,25,Onsite,31,14,Medium,Burnout,Neutral,4,Weekly,Poor,Europe
52,Non-binary,Marketing,Finance,31,Onsite,32,9,High,Burnout,Satisfied,5,Weekly,Good,Europe
42,Male,HR,Education,10,Onsite,27,15,Low,Anxiety,Neutral,5,Daily,Average,Europe
52,Prefer not to say,Project Manager,Retail,28,Remote,57,11,High,Depression,Unsatisfied,1,Weekly,Poor,Europe
51,Prefer not to say,Marketing,Finance,5,Hybrid,51,6,Low,None,Satisfied,2,None,Average,Europe
26,Male,Data Scientist,Finance,18,Onsite,55,7,Low,Depression,Unsatisfied,2,Daily,Average,Europe
59,Prefer not to say,Data Scientist,IT,18,Hybrid,37,2,Low,Depression,Neutral,3,Daily,Average,Europe
27,Male,Software Engineer,Consulting,25,Remote,41,6,Low,Anxiety,Neutral,4,Weekly,Average,Europe
54,Male,Designer,Manufacturing,28,Remote,38,7,Low,Anxiety,Neutral,4,None,Average,Europe
46,Female,Designer,Consulting,20,Hybrid,20,4,Medium,None,Neutral,4,None,Average,Europe
30,Non-binary,Data Scientist,Consulting,29,Onsite,58,8,Medium,Depression,Neutral,5,None,Good,Europe
53,Prefer not to say,HR,Consulting,8,Onsite,38,2,High,Burnout,Unsatisfied,3,Weekly,Poor,Europe
57,Prefer not to say,Project Manager,Finance,18,Remote,35,12,High,Anxiety,Neutral,4,Daily,Poor,Europe
39,Prefer not to say,Designer,Retail,33,Hybrid,42,9,High,Depression,Neutral,2,Weekly,Good,Europe
32,Non-binary,Designer,Consulting,24,Remote,50,0,High,Anxiety,Satisfied,4,Weekly,Average,Europe
31,Female,Marketing,Healthcare,22,Onsite,37,1,Low,None,Neutral,4,Weekly,Poor,Europe
35,Male,Data Scientist,Retail,18,Remote,47,9,Low,Depression,Unsatisfied,4,Daily,Average,Europe
43,Prefer not to say,Project Manager,Finance,19,Hybrid,52,6,Medium,Anxiety,Neutral,2,Weekly,Poor,Europe
59,Male,HR,Finance,16,Hybrid,45,14,Medium,None,Satisfied,1,None,Poor,Europe
28,Non-binary,Designer,Finance,5,Remote,53,5,Low,Anxiety,Neutral,2,Weekly,Poor,Europe
31,Male,Designer,Retail,35,Remote,46,13,Medium,Depression,Neutral,1,Daily,Average,Europe
38,Female,HR,Manufacturing,21,Onsite,26,8,Low,Burnout,Satisfied,5,Daily,Good,Europe
42,Non-binary,Sales,Finance,15,Remote,42,10,High,Anxiety,Satisfied,2,Weekly,Average,Europe
51,Female,Designer,Manufacturing,13,Remote,25,11,High,Depression,Satisfied,2,Daily,Poor,Europe
55,Non-binary,Project Manager,IT,34,Hybrid,52,7,Medium,Depression,Satisfied,3,Weekly,Average,Europe
25,Non-binary,Sales,Consulting,12,Hybrid,22,2,Low,Anxiety,Unsatisfied,1,Weekly,Poor,Europe
36,Female,Designer,IT,8,Remote,33,14,Medium,None,Unsatisfied,4,Weekly,Good,Europe
36,Non-binary,HR,Finance,1,Hybrid,48,1,Low,Depression,Satisfied,1,None,Good,Europe
53,Non-binary,Software Engineer,IT,8,Onsite,53,12,High,Burnout,Unsatisfied,5,Daily,Average,Europe
35,Non-binary,Sales,Manufacturing,24,Remote,29,13,Medium,Anxiety,Neutral,4,None,Poor,Europe
29,Male,Software Engineer,Consulting,23,Remote,42,11,Medium,Anxiety,Satisfied,4,Weekly,Poor,Europe
27,Female,Designer,Retail,10,Onsite,44,9,Low,None,Unsatisfied,2,Weekly,Average,Europe
24,Non-binary,Project Manager,Healthcare,17,Onsite,26,13,Low,Anxiety,Satisfied,1,Daily,Average,Europe
33,Non-binary,Designer,Education,30,Hybrid,20,9,High,None,Unsatisfied,1,Daily,Good,Europe
43,Male,Sales,Finance,31,Onsite,21,1,Low,Depression,Satisfied,3,None,Good,Europe
25,Prefer not to say,Project Manager,Education,21,Onsite,49,2,Medium,Anxiety,Unsatisfied,1,Daily,Average,Europe
50,Non-binary,Sales,Retail,10,Onsite,27,7,Low,Anxiety,Neutral,3,Daily,Poor,Europe
48,Female,Data Scientist,Consulting,12,Remote,33,2,High,Burnout,Satisfied,2,None,Good,Europe
41,Prefer not to say,Data Scientist,Consulting,33,Onsite,21,9,High,Burnout,Unsatisfied,2,Weekly,Good,Europe
32,Male,Marketing,Finance,29,Remote,26,12,Low,Burnout,Neutral,3,Daily,Poor,Europe
28,Female,Sales,Retail,16,Remote,53,13,High,Anxiety,Unsatisfied,5,None,Good,Europe
42,Male,Designer,Consulting,25,Onsite,31,2,Low,Burnout,Unsatisfied,5,Weekly,Average,Europe
53,Female,HR,Healthcare,7,Onsite,36,6,Low,None,Neutral,2,Weekly,Good,Europe
42,Male,Software Engineer,Consulting,8,Remote,35,0,High,Burnout,Satisfied,2,Daily,Poor,Europe
29,Prefer not to say,Software Engineer,Manufacturing,24,Remote,28,7,Low,None,Unsatisfied,2,None,Average,Europe
39,Prefer not to say,Project Manager,Education,13,Hybrid,43,3,High,Anxiety,Satisfied,3,Weekly,Average,Europe
38,Male,Sales,IT,16,Onsite,32,1,Low,Burnout,Unsatisfied,2,None,Poor,Europe
25,Prefer not to say,Designer,Retail,13,Onsite,51,2,Low,Burnout,Satisfied,3,None,Average,Europe
42,Prefer not to say,Designer,Retail,29,Remote,29,9,High,Anxiety,Neutral,4,Weekly,Poor,Europe
33,Male,Software Engineer,Finance,24,Onsite,53,7,Low,None,Satisfied,5,Weekly,Poor,Europe
51,Male,Project Manager,Retail,21,Hybrid,33,11,Low,Depression,Unsatisfied,1,None,Poor,Europe
28,Female,Sales,IT,22,Onsite,28,6,High,Burnout,Satisfied,5,Weekly,Good,Europe
59,Prefer not to say,HR,Education,15,Onsite,27,14,Medium,None,Satisfied,4,Daily,Poor,Europe
48,Male,Marketing,IT,13,Onsite,27,3,Low,Depression,Unsatisfied,1,Daily,Good,Europe
32,Prefer not to say,Project Manager,IT,24,Onsite,60,4,Low,Anxiety,Satisfied,1,None,Average,Europe
43,Male,Project Manager,Retail,25,Remote,58,10,Low,None,Satisfied,5,Daily,Poor,Europe
59,Prefer not to say,HR,Retail,27,Hybrid,53,15,Medium,Burnout,Unsatisfied,3,None,Poor,Europe
24,Male,Sales,Education,24,Onsite,33,2,Low,Burnout,Satisfied,2,None,Average,Europe
29,Prefer not to say,Software Engineer,Education,14,Hybrid,23,8,Medium,None,Unsatisfied,1,Daily,Poor,Europe
59,Male,HR,Education,12,Onsite,24,12,High,Anxiety,Unsatisfied,4,Daily,Poor,Europe
41,Female,Sales,Healthcare,30,Hybrid,59,3,High,None,Unsatisfied,1,None,Average,Europe
32,Male,Software Engineer,Finance,7,Remote,47,10,Medium,None,Satisfied,2,None,Good,Europe
45,Prefer not to say,Marketing,Consulting,32,Hybrid,20,4,Low,Burnout,Neutral,1,None,Good,Europe
39,Female,HR,Finance,26,Hybrid,24,10,High,Anxiety,Unsatisfied,3,Weekly,Good,Europe
23,Male,HR,Education,26,Hybrid,42,13,Medium,Burnout,Satisfied,2,Weekly,Good,Europe
35,Non-binary,Sales,Finance,7,Remote,53,10,Medium,None,Satisfied,2,None,Good,Europe
30,Female,Software Engineer,IT,4,Hybrid,57,14,Medium,Burnout,Unsatisfied,3,None,Average,Europe
54,Female,HR,Finance,24,Hybrid,54,5,Low,Anxiety,Satisfied,5,Weekly,Good,Europe
55,Non-binary,Sales,Healthcare,26,Hybrid,45,12,High,None,Unsatisfied,2,Daily,Average,Europe
41,Non-binary,Project Manager,Retail,31,Remote,21,12,High,Anxiety,Satisfied,1,Weekly,Poor,Europe
36,Non-binary,Sales,IT,8,Remote,23,3,Low,Burnout,Neutral,2,Daily,Good,Europe
28,Female,Project Manager,Consulting,18,Hybrid,39,15,Medium,None,Neutral,1,Weekly,Good,Europe
45,Male,Software Engineer,Healthcare,31,Hybrid,53,12,High,Anxiety,Neutral,2,Weekly,Poor,Europe
34,Male,Project Manager,Retail,23,Remote,48,0,Medium,Depression,Neutral,2,Daily,Good,Europe
28,Male,Software Engineer,Manufacturing,26,Hybrid,26,9,High,Burnout,Neutral,4,None,Average,Europe
36,Prefer not to say,HR,Education,13,Hybrid,44,9,Medium,Burnout,Neutral,1,Daily,Poor,Europe
33,Female,Project Manager,IT,4,Hybrid,33,5,High,Burnout,Unsatisfied,2,Weekly,Poor,Europe
55,Male,HR,Healthcare,2,Remote,41,9,High,Depression,Satisfied,5,Daily,Good,Europe
47,Prefer not to say,Marketing,Retail,17,Remote,49,8,Low,Burnout,Unsatisfied,4,Weekly,Poor,Europe
56,Non-binary,HR,Education,30,Remote,30,10,Medium,Depression,Neutral,1,Weekly,Good,Europe
23,Male,Designer,Education,34,Onsite,31,12,Low,None,Satisfied,2,Daily,Good,Europe
54,Prefer not to say,Data Scientist,Healthcare,21,Remote,27,7,Medium,Burnout,Unsatisfied,1,Weekly,Average,Europe
48,Male,Software Engineer,Education,9,Remote,50,13,Low,Depression,Satisfied,5,None,Poor,Europe
36,Non-binary,Marketing,IT,21,Onsite,37,6,Low,Burnout,Satisfied,5,Weekly,Good,Europe
35,Prefer not to say,HR,Finance,7,Onsite,46,15,High,Burnout,Satisfied,2,Daily,Average,Europe
46,Prefer not to say,Marketing,Retail,8,Onsite,37,3,Medium,Anxiety,Unsatisfied,3,Daily,Average,Europe
59,Non-binary,Project Manager,Manufacturing,21,Remote,59,6,High,Anxiety,Neutral,5,Daily,Poor,Europe
50,Prefer not to say,Data Scientist,Manufacturing,16,Remote,38,0,High,Burnout,Neutral,4,Weekly,Poor,Europe
56,Male,Sales,Manufacturing,15,Onsite,59,7,Low,None,Satisfied,4,None,Poor,Europe
26,Male,HR,Manufacturing,6,Remote,41,11,Low,Depression,Unsatisfied,4,None,Poor,Europe
49,Prefer not to say,Project Manager,Education,29,Onsite,41,5,High,None,Satisfied,5,Weekly,Average,Europe
60,Female,Designer,Finance,13,Hybrid,21,2,Medium,Anxiety,Satisfied,3,Weekly,Poor,Europe
25,Non-binary,Project Manager,Education,14,Onsite,55,0,Low,Burnout,Unsatisfied,3,Weekly,Good,Europe
53,Male,Data Scientist,Consulting,4,Onsite,30,1,Low,Depression,Satisfied,2,Daily,Average,Europe
32,Female,Designer,Healthcare,1,Hybrid,47,12,High,Anxiety,Satisfied,5,Daily,Poor,Europe
47,Non-binary,Project Manager,Healthcare,24,Hybrid,50,7,High,Anxiety,Neutral,3,Weekly,Good,Europe
47,Prefer not to say,Marketing,Consulting,26,Remote,46,7,Medium,None,Neutral,5,Daily,Poor,Europe
50,Male,Marketing,Consulting,20,Onsite,33,5,Medium,Anxiety,Satisfied,2,None,Good,Europe
54,Non-binary,Sales,Finance,28,Hybrid,59,12,Low,None,Satisfied,2,None,Good,Europe
53,Female,Designer,Retail,4,Remote,34,11,Low,Burnout,Satisfied,1,None,Poor,Europe
36,Male,HR,Manufacturing,21,Remote,34,14,Medium,Burnout,Satisfied,5,None,Good,Europe
32,Prefer not to say,Sales,IT,1,Hybrid,29,8,High,Depression,Unsatisfied,4,Daily,Average,Europe
26,Male,Sales,Retail,13,Remote,22,1,Medium,Burnout,Satisfied,4,Weekly,Average,Europe
43,Male,Sales,Finance,18,Hybrid,30,15,Low,Burnout,Unsatisfied,1,Weekly,Poor,Europe
32,Non-binary,Software Engineer,Finance,8,Onsite,42,2,Medium,Depression,Satisfied,5,Daily,Good,Europe
36,Prefer not to say,HR,Education,33,Hybrid,52,3,Medium,Anxiety,Unsatisfied,5,None,Average,Europe
31,Prefer not to say,Data Scientist,Manufacturing,29,Onsite,55,4,Low,Anxiety,Satisfied,1,Weekly,Poor,Europe
22,Male,Sales,Retail,9,Hybrid,34,14,Medium,Anxiety,Neutral,4,Weekly,Good,Europe
35,Non-binary,HR,Retail,28,Remote,46,10,Low,Anxiety,Neutral,5,Weekly,Poor,Europe
42,Male,Sales,Healthcare,3,Hybrid,47,5,Low,Anxiety,Neutral,4,Daily,Average,Europe
25,Female,Designer,Retail,35,Hybrid,23,14,Medium,Depression,Satisfied,1,Daily,Average,Europe
32,Female,Designer,Consulting,10,Onsite,31,0,Medium,Anxiety,Satisfied,1,Weekly,Good,Europe
60,Prefer not to say,Project Manager,Retail,12,Remote,59,2,Medium,Burnout,Unsatisfied,4,Weekly,Average,Europe
36,Non-binary,Marketing,Healthcare,33,Remote,23,7,Low,Burnout,Unsatisfied,1,Weekly,Good,Europe
52,Male,Software Engineer,Healthcare,4,Remote,41,10,Medium,Depression,Neutral,4,Daily,Good,Europe
35,Male,Sales,Healthcare,10,Remote,32,8,Medium,None,Neutral,3,Weekly,Poor,Europe
30,Prefer not to say,Sales,Healthcare,29,Remote,51,13,Low,Anxiety,Unsatisfied,1,Weekly,Poor,Europe
22,Non-binary,Software Engineer,Manufacturing,14,Hybrid,39,15,Low,None,Satisfied,1,Daily,Good,Europe
38,Non-binary,Project Manager,Consulting,16,Onsite,27,7,Medium,Depression,Satisfied,2,Daily,Average,Europe
38,Prefer not to say,Data Scientist,Manufacturing,26,Hybrid,55,2,High,Depression,Neutral,2,None,Average,Europe
40,Male,Project Manager,Healthcare,9,Hybrid,22,3,Low,None,Unsatisfied,3,Weekly,Good,Europe
52,Female,Designer,IT,29,Onsite,49,2,Medium,Depression,Neutral,2,Weekly,Good,Europe
28,Male,Marketing,Education,12,Onsite,54,3,High,None,Satisfied,3,Daily,Average,Europe
32,Male,Data Scientist,IT,7,Onsite,57,8,Medium,Burnout,Neutral,1,None,Poor,Europe
60,Female,Software Engineer,IT,27,Onsite,49,2,Medium,Burnout,Unsatisfied,5,None,Poor,Europe
42,Non-binary,Data Scientist,Manufacturing,14,Onsite,57,6,Medium,Burnout,Neutral,3,None,Average,Europe
47,Female,Sales,Consulting,10,Remote,45,13,High,Anxiety,Neutral,5,Daily,Average,Europe
28,Prefer not to say,HR,Consulting,6,Hybrid,27,5,High,Burnout,Unsatisfied,5,Weekly,Average,Europe
26,Female,Project Manager,Consulting,15,Remote,31,8,Medium,Anxiety,Unsatisfied,5,None,Poor,Europe
33,Female,Software Engineer,Finance,26,Onsite,45,15,High,None,Satisfied,5,None,Good,Europe
54,Male,Project Manager,IT,12,Remote,41,11,Medium,Burnout,Satisfied,2,Daily,Good,Europe
37,Female,Software Engineer,Finance,30,Remote,47,7,Medium,Burnout,Unsatisfied,1,Weekly,Average,Europe
22,Male,Marketing,Consulting,3,Remote,60,11,High,Depression,Unsatisfied,2,Weekly,Good,Europe
45,Male,Project Manager,Education,29,Remote,37,12,Medium,Depression,Neutral,2,Weekly,Average,Europe
35,Non-binary,Marketing,Healthcare,25,Onsite,55,11,High,Burnout,Satisfied,2,Weekly,Average,Europe
39,Prefer not to say,Data Scientist,Retail,20,Hybrid,59,10,Medium,Anxiety,Satisfied,5,Daily,Poor,Europe
30,Non-binary,HR,Healthcare,11,Hybrid,49,8,Medium,Depression,Neutral,5,None,Poor,Europe
35,Prefer not to say,HR,Education,12,Hybrid,34,8,Medium,None,Neutral,5,Daily,Average,Europe
52,Female,Data Scientist,Finance,31,Remote,42,9,High,Burnout,Unsatisfied,5,Daily,Average,Europe
34,Non-binary,HR,Healthcare,13,Hybrid,41,3,High,Anxiety,Neutral,2,None,Average,Europe
44,Male,Sales,Manufacturing,17,Remote,29,6,Low,None,Unsatisfied,1,Daily,Poor,Europe
52,Female,HR,Education,5,Onsite,36,6,Low,None,Satisfied,5,Weekly,Average,Europe
33,Female,Project Manager,Finance,26,Hybrid,25,11,Medium,Burnout,Unsatisfied,5,Daily,Poor,Europe
59,Prefer not to say,Project Manager,Healthcare,9,Onsite,37,6,High,Anxiety,Neutral,3,Weekly,Poor,Europe
56,Prefer not to say,Data Scientist,IT,17,Remote,30,9,Low,Depression,Satisfied,5,Daily,Poor,Europe
52,Prefer not to say,Software Engineer,Manufacturing,30,Hybrid,39,2,Medium,Depression,Satisfied,4,Weekly,Poor,Europe
27,Non-binary,Software Engineer,Manufacturing,29,Onsite,24,0,High,None,Neutral,2,Daily,Good,Europe
