Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
40,Prefer not to say,Data Scientist,IT,6,Onsite,53,4,High,Burnout,Neutral,3,Daily,Poor,Africa
49,Non-binary,Data Scientist,Consulting,29,Remote,27,6,Medium,Depression,Neutral,2,Weekly,Average,Asia
24,Prefer not to say,Software Engineer,Retail,31,Onsite,47,10,Low,Burnout,Neutral,2,Daily,Poor,Africa
54,Non-binary,Marketing,Manufacturing,8,Hybrid,29,14,High,None,Neutral,3,Daily,Good,Oceania
35,Male,Software Engineer,Consulting,24,Remote,41,4,Low,Burnout,Satisfied,5,Weekly,Good,Europe
55,Non-binary,Project Manager,Healthcare,11,Remote,22,7,Low,Burnout,Neutral,5,Weekly,Poor,South America
36,Female,Marketing,Healthcare,31,Onsite,41,13,Medium,None,Satisfied,2,Weekly,Average,North America
43,Male,Software Engineer,Healthcare,29,Onsite,44,14,Medium,Depression,Unsatisfied,4,Daily,Average,Africa
25,Prefer not to say,Sales,Consulting,24,Remote,57,14,Low,None,Neutral,5,Weekly,Average,South America
42,Female,HR,Retail,5,Remote,43,2,High,None,Neutral,3,Daily,Average,Asia
24,Female,HR,Consulting,17,Hybrid,43,11,Low,Depression,Satisfied,1,Weekly,Poor,North America
48,Female,Software Engineer,Retail,6,Onsite,20,4,High,Burnout,Unsatisfied,3,Daily,Poor,Europe
47,Male,Marketing,Retail,21,Hybrid,55,11,Low,Anxiety,Unsatisfied,3,Daily,Poor,Europe
54,Prefer not to say,Project Manager,IT,35,Hybrid,44,15,High,Anxiety,Unsatisfied,2,None,Average,Europe
43,Non-binary,Designer,Retail,29,Hybrid,37,15,Low,None,Neutral,4,Weekly,Poor,Asia
29,Prefer not to say,Marketing,Manufacturing,9,Remote,59,5,High,None,Unsatisfied,1,Daily,Poor,North America
37,Male,Software Engineer,IT,27,Remote,43,11,Low,Burnout,Neutral,2,Weekly,Average,Europe
39,Male,Project Manager,Manufacturing,4,Onsite,57,2,Medium,Anxiety,Unsatisfied,5,Weekly,Average,South America
46,Female,Project Manager,Education,17,Onsite,51,3,Low,Burnout,Unsatisfied,5,Daily,Average,Asia
44,Male,Data Scientist,Retail,35,Onsite,39,12,High,Depression,Unsatisfied,1,Weekly,Poor,Oceania
36,Non-binary,HR,Healthcare,14,Onsite,56,5,Medium,Depression,Satisfied,1,Weekly,Average,Asia
28,Non-binary,Data Scientist,Finance,30,Hybrid,53,6,Medium,Burnout,Satisfied,3,Daily,Average,North America
23,Female,Marketing,IT,1,Hybrid,33,10,Medium,Burnout,Satisfied,1,Weekly,Poor,Europe
60,Prefer not to say,HR,Retail,4,Remote,47,6,High,None,Satisfied,3,Daily,Good,Oceania
55,Prefer not to say,Project Manager,IT,35,Hybrid,42,2,Medium,Depression,Unsatisfied,5,None,Average,Asia
34,Male,HR,Education,12,Remote,32,15,High,Depression,Satisfied,4,Weekly,Average,Oceania
30,Prefer not to say,Software Engineer,Finance,17,Onsite,58,4,High,Depression,Neutral,3,Daily,Poor,Asia
26,Female,Designer,Education,17,Onsite,46,5,Medium,Burnout,Satisfied,1,None,Poor,Africa
44,Male,Data Scientist,Retail,10,Onsite,29,7,Medium,Anxiety,Satisfied,1,Daily,Poor,North America
24,Prefer not to say,HR,IT,3,Remote,39,6,Medium,Anxiety,Neutral,4,Weekly,Good,Africa
59,Male,Designer,Healthcare,15,Hybrid,24,8,Low,Burnout,Satisfied,5,None,Poor,Asia
60,Male,HR,Consulting,32,Onsite,30,0,High,None,Satisfied,5,Weekly,Average,South America
32,Female,HR,Consulting,14,Remote,37,8,High,Depression,Unsatisfied,3,None,Average,Africa
49,Prefer not to say,Software Engineer,Consulting,26,Onsite,32,13,Medium,None,Unsatisfied,5,None,Good,South America
36,Female,Software Engineer,IT,4,Onsite,49,12,High,Anxiety,Neutral,3,Weekly,Average,Europe
40,Female,Software Engineer,Manufacturing,27,Onsite,24,7,Low,Anxiety,Neutral,2,Daily,Poor,Oceania
49,Non-binary,Designer,Finance,11,Hybrid,20,9,Low,None,Satisfied,2,Daily,Good,Europe
26,Female,Software Engineer,Consulting,22,Onsite,41,4,Low,Anxiety,Satisfied,5,Weekly,Poor,Asia
49,Prefer not to say,Software Engineer,Finance,8,Hybrid,27,0,High,Depression,Neutral,5,None,Poor,Africa
60,Prefer not to say,Designer,Manufacturing,28,Onsite,43,12,High,None,Satisfied,5,Daily,Average,Europe
42,Male,HR,IT,10,Onsite,34,8,Medium,Anxiety,Unsatisfied,1,None,Average,Asia
28,Female,Designer,Consulting,35,Remote,20,8,Low,Depression,Satisfied,2,Daily,Poor,Oceania
45,Prefer not to say,Software Engineer,Finance,19,Remote,49,11,Low,None,Unsatisfied,2,None,Good,South America
27,Prefer not to say,Software Engineer,Finance,17,Remote,39,1,Low,Burnout,Unsatisfied,2,Daily,Poor,Oceania
44,Female,Software Engineer,Healthcare,12,Hybrid,56,15,Medium,None,Unsatisfied,3,Daily,Average,South America
28,Male,Marketing,Retail,23,Onsite,55,12,Low,None,Satisfied,3,Weekly,Average,Europe
43,Male,Marketing,Retail,19,Remote,59,15,High,None,Neutral,4,Daily,Average,North America
24,Non-binary,Designer,Manufacturing,21,Hybrid,33,6,Low,None,Neutral,3,Weekly,Average,North America
53,Female,Data Scientist,IT,31,Onsite,42,13,Medium,Anxiety,Satisfied,2,None,Good,Africa
41,Prefer not to say,Data Scientist,IT,4,Remote,22,4,Low,Anxiety,Unsatisfied,2,Daily,Good,South America
59,Male,Data Scientist,IT,8,Onsite,42,11,Low,Anxiety,Satisfied,1,Weekly,Good,Africa
45,Female,Data Scientist,Healthcare,20,Remote,31,14,Low,Burnout,Neutral,2,Weekly,Average,Europe
26,Non-binary,HR,Finance,2,Remote,40,9,High,Anxiety,Unsatisfied,5,Daily,Poor,Africa
52,Prefer not to say,Software Engineer,Manufacturing,17,Remote,20,5,High,Anxiety,Satisfied,1,None,Good,Asia
48,Prefer not to say,Software Engineer,Consulting,25,Onsite,28,1,High,Depression,Neutral,4,Weekly,Poor,Africa
22,Prefer not to say,Data Scientist,IT,23,Onsite,35,13,Medium,None,Neutral,1,Daily,Good,South America
41,Non-binary,Marketing,Manufacturing,4,Remote,60,11,High,Anxiety,Neutral,3,Daily,Poor,Europe
50,Non-binary,Project Manager,Retail,9,Onsite,58,7,High,Depression,Unsatisfied,4,None,Average,South America
29,Female,Data Scientist,Finance,16,Remote,28,0,High,Burnout,Neutral,3,Daily,Average,North America
27,Male,Software Engineer,IT,29,Remote,44,14,Low,Depression,Unsatisfied,1,Weekly,Poor,Europe
43,Prefer not to say,Project Manager,Consulting,14,Onsite,50,4,Medium,Burnout,Neutral,4,None,Average,Oceania
51,Non-binary,Designer,Finance,25,Remote,60,1,Medium,Burnout,Neutral,3,Weekly,Poor,Europe
47,Female,Project Manager,Finance,6,Hybrid,53,5,High,None,Unsatisfied,3,Weekly,Good,Europe
44,Male,Software Engineer,IT,17,Remote,36,7,Low,Burnout,Satisfied,2,Weekly,Average,Asia
44,Prefer not to say,HR,Retail,21,Hybrid,24,0,High,Depression,Neutral,3,None,Average,Africa
43,Female,HR,Retail,5,Remote,25,0,High,Depression,Unsatisfied,3,Daily,Average,South America
22,Female,Designer,Consulting,20,Remote,47,8,Medium,Anxiety,Neutral,2,Weekly,Average,Africa
40,Prefer not to say,Marketing,Consulting,11,Remote,50,10,Low,Depression,Neutral,1,Weekly,Good,Africa
34,Non-binary,Project Manager,IT,10,Hybrid,40,11,High,Anxiety,Neutral,5,Daily,Poor,Europe
59,Female,Software Engineer,Finance,22,Onsite,39,11,Low,Depression,Neutral,4,None,Good,Oceania
26,Female,Project Manager,Consulting,2,Onsite,54,12,High,Depression,Neutral,3,None,Poor,Oceania
40,Male,Software Engineer,Manufacturing,24,Hybrid,44,9,High,Burnout,Neutral,4,Weekly,Good,North America
47,Female,Data Scientist,Retail,2,Remote,33,3,High,Depression,Neutral,5,None,Good,Europe
54,Female,Sales,Healthcare,23,Hybrid,25,8,High,Depression,Neutral,3,Daily,Poor,Africa
26,Male,Software Engineer,IT,3,Onsite,33,8,High,None,Unsatisfied,4,Daily,Poor,Africa
52,Non-binary,HR,Education,25,Remote,31,7,Low,Burnout,Unsatisfied,4,None,Poor,Europe
38,Male,Designer,Education,12,Remote,36,1,Low,Burnout,Satisfied,1,Weekly,Average,Asia
34,Non-binary,Sales,Consulting,22,Remote,35,9,Medium,Depression,Satisfied,5,Daily,Good,North America
39,Prefer not to say,Project Manager,Finance,22,Remote,24,12,Low,Anxiety,Satisfied,2,Daily,Poor,Oceania
60,Non-binary,Project Manager,Manufacturing,33,Hybrid,50,7,High,Anxiety,Unsatisfied,5,Weekly,Poor,North America
24,Female,Sales,Retail,6,Hybrid,30,11,High,Depression,Satisfied,5,Daily,Average,Oceania
49,Prefer not to say,Marketing,Consulting,30,Onsite,38,3,High,None,Satisfied,4,None,Poor,Europe
45,Non-binary,Designer,Consulting,1,Onsite,40,5,Low,Anxiety,Unsatisfied,5,Weekly,Poor,South America
28,Male,Project Manager,Retail,19,Remote,40,9,Medium,Burnout,Unsatisfied,1,Weekly,Average,Oceania
34,Female,Data Scientist,IT,1,Remote,29,2,High,Depression,Neutral,2,None,Poor,Africa
27,Non-binary,Sales,Manufacturing,30,Onsite,42,11,High,Anxiety,Satisfied,4,Weekly,Average,South America
35,Female,Sales,Consulting,35,Hybrid,50,3,Low,Anxiety,Neutral,2,None,Good,Europe
47,Prefer not to say,Software Engineer,Retail,4,Remote,23,13,Low,None,Unsatisfied,3,Daily,Average,Europe
51,Prefer not to say,Data Scientist,Retail,6,Remote,31,10,High,Anxiety,Neutral,1,Daily,Poor,Asia
25,Prefer not to say,Sales,IT,12,Onsite,44,9,Low,Burnout,Neutral,5,Daily,Poor,Europe
36,Female,Data Scientist,Retail,2,Hybrid,27,6,Low,Depression,Satisfied,2,Daily,Average,Europe
47,Female,Software Engineer,Education,26,Remote,59,15,Medium,None,Satisfied,3,Daily,Poor,Oceania
60,Male,Software Engineer,IT,33,Onsite,36,4,Medium,Anxiety,Unsatisfied,1,Daily,Good,Asia
25,Female,Data Scientist,Finance,13,Hybrid,26,8,Medium,Depression,Unsatisfied,4,Daily,Poor,Oceania
26,Female,Designer,Retail,17,Onsite,32,9,Low,Anxiety,Satisfied,1,Weekly,Average,Europe
55,Male,Marketing,Consulting,6,Hybrid,23,11,Low,None,Satisfied,3,None,Poor,Africa
31,Non-binary,Marketing,Manufacturing,2,Hybrid,30,9,Low,None,Satisfied,5,None,Average,South America
36,Male,Data Scientist,Manufacturing,1,Onsite,24,0,Medium,Burnout,Unsatisfied,4,Daily,Good,Africa
23,Non-binary,HR,Education,33,Remote,37,6,Low,Burnout,Satisfied,4,None,Poor,Oceania
56,Male,Data Scientist,Education,8,Onsite,41,15,High,None,Unsatisfied,2,None,Poor,Europe
36,Non-binary,Marketing,Finance,33,Remote,42,9,Medium,None,Unsatisfied,5,Daily,Good,North America
33,Female,Project Manager,Manufacturing,16,Remote,34,9,Medium,Burnout,Neutral,5,Daily,Average,Europe
50,Prefer not to say,Sales,Manufacturing,32,Hybrid,54,8,Low,Anxiety,Neutral,5,Daily,Good,Oceania
29,Prefer not to say,Sales,Education,8,Hybrid,29,8,Medium,Depression,Satisfied,3,Daily,Good,Asia
55,Non-binary,HR,Finance,8,Hybrid,58,14,High,Anxiety,Unsatisfied,2,Daily,Poor,South America
34,Non-binary,Designer,Consulting,33,Onsite,57,6,High,Depression,Neutral,1,Daily,Average,Oceania
48,Non-binary,Sales,Finance,23,Remote,39,3,Low,Burnout,Unsatisfied,4,Weekly,Good,Asia
51,Female,Data Scientist,Retail,24,Hybrid,50,5,Low,Depression,Neutral,3,Weekly,Poor,Oceania
31,Non-binary,Designer,Finance,27,Onsite,42,4,Medium,Depression,Neutral,5,Daily,Good,Oceania
22,Prefer not to say,Marketing,Manufacturing,8,Hybrid,35,2,Low,Burnout,Unsatisfied,4,Daily,Average,Europe
23,Male,Designer,Finance,7,Remote,54,10,Low,None,Satisfied,5,Daily,Good,Africa
55,Prefer not to say,Data Scientist,Consulting,22,Hybrid,36,8,High,Depression,Neutral,3,None,Poor,Europe
52,Prefer not to say,Project Manager,IT,16,Remote,26,12,High,Depression,Satisfied,5,None,Good,Asia
47,Prefer not to say,Data Scientist,Education,14,Onsite,55,14,Medium,Burnout,Neutral,4,Daily,Good,South America
46,Male,HR,Finance,14,Onsite,23,8,High,Burnout,Satisfied,3,Daily,Average,Asia
28,Non-binary,Sales,Consulting,23,Remote,43,10,High,Depression,Neutral,1,Daily,Average,Europe
57,Prefer not to say,Software Engineer,Retail,17,Hybrid,44,13,Medium,Burnout,Satisfied,5,Daily,Poor,Asia
26,Female,Software Engineer,Healthcare,18,Remote,36,9,Low,Anxiety,Satisfied,2,None,Average,Europe
39,Non-binary,Marketing,IT,19,Remote,59,15,Medium,Burnout,Unsatisfied,4,None,Average,Asia
54,Non-binary,Designer,Manufacturing,27,Remote,24,2,Medium,None,Unsatisfied,5,Weekly,Poor,Africa
25,Prefer not to say,HR,Education,8,Remote,40,6,High,None,Unsatisfied,5,None,Poor,South America
40,Prefer not to say,HR,Manufacturing,23,Hybrid,30,0,High,Depression,Unsatisfied,3,None,Poor,Oceania
56,Non-binary,Sales,Retail,34,Remote,51,9,High,Depression,Neutral,5,Weekly,Average,Asia
32,Female,HR,Consulting,15,Hybrid,37,10,High,Burnout,Satisfied,4,Weekly,Poor,Africa
34,Non-binary,Project Manager,Education,30,Remote,54,11,Low,Anxiety,Unsatisfied,5,Weekly,Average,Asia
57,Male,Designer,Education,14,Onsite,27,4,High,None,Neutral,4,None,Average,Oceania
54,Prefer not to say,Software Engineer,Consulting,26,Onsite,35,13,Medium,Burnout,Satisfied,3,None,Good,Europe
29,Non-binary,HR,IT,6,Hybrid,58,15,Medium,Anxiety,Neutral,5,Weekly,Average,North America
45,Prefer not to say,Data Scientist,Education,24,Onsite,22,0,High,Depression,Neutral,3,Weekly,Poor,North America
40,Male,Project Manager,IT,16,Hybrid,59,9,Medium,Anxiety,Unsatisfied,3,Daily,Good,Oceania
42,Non-binary,Marketing,Manufacturing,23,Hybrid,22,8,Low,Burnout,Neutral,3,Weekly,Poor,Africa
40,Prefer not to say,Marketing,Finance,14,Onsite,43,12,High,None,Neutral,2,None,Average,Africa
46,Female,Sales,Healthcare,4,Onsite,57,0,High,Burnout,Neutral,5,None,Average,Africa
26,Prefer not to say,Project Manager,IT,29,Hybrid,56,1,Low,Anxiety,Satisfied,5,None,Good,North America
33,Female,Sales,Finance,29,Remote,45,4,Medium,None,Neutral,3,None,Poor,Oceania
38,Male,Marketing,IT,34,Remote,40,6,High,None,Satisfied,3,None,Poor,North America
57,Prefer not to say,HR,Education,27,Remote,56,11,Low,Depression,Neutral,4,None,Average,South America
37,Male,Software Engineer,Healthcare,20,Onsite,45,7,Medium,Burnout,Unsatisfied,3,None,Poor,Asia
37,Female,Sales,Education,10,Hybrid,35,12,Low,None,Satisfied,1,None,Average,Oceania
24,Prefer not to say,Marketing,Finance,18,Onsite,47,9,High,None,Neutral,4,None,Average,Asia
39,Prefer not to say,HR,Finance,32,Onsite,59,7,High,Burnout,Satisfied,4,Weekly,Poor,Asia
23,Female,Project Manager,Education,13,Hybrid,27,0,Low,Depression,Neutral,3,None,Average,South America
55,Prefer not to say,Designer,Manufacturing,19,Remote,22,2,High,Burnout,Neutral,5,None,Poor,Europe
53,Non-binary,Data Scientist,Manufacturing,20,Remote,23,13,Medium,Anxiety,Neutral,4,None,Poor,Africa
37,Male,Project Manager,Manufacturing,24,Remote,60,5,Medium,Anxiety,Neutral,3,None,Poor,North America
29,Non-binary,HR,IT,5,Remote,40,14,High,None,Unsatisfied,2,Daily,Average,North America
51,Prefer not to say,Software Engineer,Education,26,Hybrid,60,1,Medium,Anxiety,Satisfied,4,Daily,Good,Asia
38,Prefer not to say,HR,Retail,28,Hybrid,41,5,Low,Anxiety,Satisfied,1,Weekly,Good,South America
22,Male,Designer,Healthcare,25,Onsite,41,7,High,None,Satisfied,4,None,Average,Europe
51,Prefer not to say,Project Manager,IT,29,Onsite,26,13,Low,Depression,Unsatisfied,5,Daily,Good,South America
32,Male,HR,Finance,30,Hybrid,50,2,High,Depression,Satisfied,5,Weekly,Good,Oceania
24,Male,Designer,Finance,19,Hybrid,26,2,High,Burnout,Unsatisfied,3,None,Good,Africa
39,Prefer not to say,HR,Finance,10,Hybrid,29,12,Low,Burnout,Satisfied,5,Daily,Average,Africa
34,Non-binary,Designer,Healthcare,7,Onsite,28,4,Medium,Depression,Satisfied,4,Daily,Good,Europe
47,Male,Sales,Manufacturing,11,Remote,22,8,High,None,Neutral,5,Weekly,Good,South America
44,Female,Data Scientist,Finance,23,Remote,52,12,Low,None,Unsatisfied,4,Weekly,Poor,North America
35,Non-binary,HR,Finance,6,Remote,51,0,High,Burnout,Neutral,3,Weekly,Good,Asia
41,Female,Project Manager,Healthcare,29,Hybrid,24,2,High,Depression,Neutral,4,None,Poor,Asia
34,Non-binary,Project Manager,Retail,21,Onsite,41,6,Low,Depression,Unsatisfied,4,Weekly,Good,Africa
57,Male,Software Engineer,Education,26,Onsite,37,11,Medium,Burnout,Unsatisfied,3,None,Good,North America
31,Prefer not to say,Designer,Consulting,7,Onsite,53,1,Medium,Burnout,Unsatisfied,5,None,Poor,Africa
41,Prefer not to say,Designer,Healthcare,18,Onsite,29,6,Medium,Anxiety,Neutral,2,None,Average,South America
37,Male,HR,Retail,13,Hybrid,49,9,High,Burnout,Satisfied,5,Weekly,Good,North America
38,Prefer not to say,Data Scientist,Consulting,26,Remote,54,15,Low,Anxiety,Unsatisfied,3,None,Good,Asia
53,Prefer not to say,Project Manager,Manufacturing,2,Remote,21,1,Low,Depression,Neutral,5,None,Good,Africa
50,Male,Sales,Finance,18,Onsite,20,2,High,Anxiety,Satisfied,2,None,Poor,Europe
30,Male,Data Scientist,Manufacturing,7,Onsite,25,2,Medium,Anxiety,Neutral,2,None,Good,North America
50,Non-binary,Marketing,Retail,1,Hybrid,24,2,Low,Anxiety,Unsatisfied,3,None,Good,North America
55,Male,Software Engineer,Consulting,3,Remote,51,2,Low,Depression,Satisfied,4,None,Good,Oceania
35,Male,Marketing,Manufacturing,8,Hybrid,59,11,Low,Depression,Unsatisfied,3,Weekly,Poor,South America
53,Prefer not to say,HR,Manufacturing,5,Onsite,21,5,Medium,None,Unsatisfied,4,Weekly,Good,South America
49,Prefer not to say,Designer,IT,9,Hybrid,34,3,Low,Depression,Unsatisfied,3,Weekly,Good,North America
34,Male,Project Manager,Retail,30,Onsite,46,9,Medium,Depression,Satisfied,3,Daily,Poor,Africa
44,Non-binary,Software Engineer,Consulting,20,Remote,32,4,Medium,Anxiety,Unsatisfied,3,Daily,Average,Europe
58,Prefer not to say,HR,Finance,31,Hybrid,25,12,Medium,Burnout,Satisfied,2,None,Average,North America
28,Prefer not to say,Data Scientist,Retail,7,Remote,51,10,High,Anxiety,Neutral,1,Daily,Good,Asia
46,Female,HR,Consulting,28,Onsite,31,6,High,None,Neutral,4,Weekly,Poor,South America
50,Female,Sales,Manufacturing,3,Hybrid,41,11,High,Anxiety,Satisfied,5,Daily,Poor,Africa
39,Male,Designer,Manufacturing,33,Onsite,54,8,Low,None,Satisfied,5,Daily,Average,North America
37,Non-binary,Project Manager,Retail,29,Remote,53,5,High,Burnout,Neutral,1,Daily,Poor,Europe
60,Male,Software Engineer,IT,15,Hybrid,60,15,Low,Anxiety,Neutral,4,Weekly,Good,Africa
58,Male,Software Engineer,Finance,8,Remote,47,13,Low,Burnout,Neutral,3,Weekly,Poor,Oceania
47,Non-binary,Designer,Consulting,8,Hybrid,55,9,Medium,None,Unsatisfied,2,Daily,Average,South America
49,Female,Data Scientist,Retail,16,Remote,37,3,Low,Burnout,Neutral,3,None,Good,Asia
58,Male,Marketing,IT,4,Hybrid,42,14,High,Anxiety,Unsatisfied,4,None,Average,South America
47,Female,HR,IT,16,Onsite,40,3,Low,Anxiety,Neutral,3,Weekly,Average,Oceania
30,Non-binary,Marketing,Education,22,Onsite,21,6,Low,Depression,Neutral,1,Daily,Good,Africa
25,Female,Software Engineer,Consulting,26,Onsite,38,8,Low,Burnout,Neutral,3,Daily,Good,Asia
35,Prefer not to say,HR,Manufacturing,35,Remote,20,0,High,Burnout,Neutral,2,Daily,Good,Africa
53,Non-binary,Data Scientist,Retail,6,Onsite,44,6,High,Depression,Satisfied,4,Weekly,Average,South America
32,Female,Software Engineer,Consulting,23,Hybrid,24,9,Medium,Depression,Neutral,5,Daily,Average,South America
37,Male,Designer,Consulting,10,Remote,48,14,Medium,Depression,Neutral,2,Weekly,Good,Africa
40,Prefer not to say,HR,IT,1,Hybrid,60,6,Low,Depression,Unsatisfied,5,Weekly,Poor,North America
40,Male,Software Engineer,IT,29,Hybrid,26,3,Low,Anxiety,Unsatisfied,3,None,Good,Europe
58,Female,Project Manager,IT,22,Hybrid,24,13,High,Burnout,Neutral,3,Daily,Average,South America
47,Male,Designer,Healthcare,10,Hybrid,41,14,Low,Depression,Satisfied,3,Weekly,Average,Oceania
57,Male,HR,IT,1,Onsite,27,6,Medium,Burnout,Satisfied,5,Daily,Good,Oceania
38,Non-binary,Designer,Education,1,Onsite,38,4,Low,Burnout,Unsatisfied,1,Daily,Good,Africa
39,Female,Project Manager,IT,31,Hybrid,41,14,Low,Burnout,Satisfied,3,Daily,Average,Europe
37,Female,Designer,Finance,24,Remote,20,9,High,Depression,Neutral,2,Daily,Good,South America
41,Female,Software Engineer,Retail,24,Onsite,22,4,Medium,Burnout,Neutral,2,Weekly,Poor,South America
34,Female,Designer,IT,3,Hybrid,22,1,Medium,None,Neutral,1,Weekly,Good,North America
28,Prefer not to say,Data Scientist,Education,23,Remote,24,11,Medium,Anxiety,Neutral,4,None,Good,South America
30,Prefer not to say,Data Scientist,IT,4,Hybrid,50,2,Low,Burnout,Neutral,2,Weekly,Poor,South America
37,Prefer not to say,HR,Healthcare,27,Hybrid,25,2,Low,Burnout,Satisfied,5,Daily,Good,South America
46,Non-binary,Sales,Education,35,Onsite,35,7,High,Burnout,Satisfied,2,Daily,Average,Europe
38,Male,Project Manager,Manufacturing,19,Remote,40,8,High,Depression,Unsatisfied,2,Daily,Poor,Africa
58,Male,Marketing,Retail,17,Onsite,50,10,High,None,Unsatisfied,1,Weekly,Average,South America
37,Non-binary,Data Scientist,Manufacturing,30,Onsite,51,15,High,None,Satisfied,3,Daily,Poor,Asia
44,Non-binary,Data Scientist,Consulting,24,Hybrid,52,2,Low,Depression,Satisfied,4,Weekly,Average,Oceania
45,Male,Sales,Healthcare,25,Onsite,42,14,Medium,Burnout,Unsatisfied,4,None,Average,Africa
41,Non-binary,Software Engineer,Manufacturing,14,Onsite,23,15,High,Depression,Unsatisfied,4,Daily,Average,Asia
45,Male,Project Manager,Education,11,Onsite,26,12,Medium,Burnout,Unsatisfied,2,Weekly,Good,Oceania
43,Female,Designer,Consulting,27,Hybrid,44,15,High,None,Satisfied,5,None,Poor,Asia
37,Prefer not to say,Sales,Healthcare,28,Onsite,44,7,High,Depression,Satisfied,4,None,Poor,Europe
35,Non-binary,Project Manager,Manufacturing,7,Onsite,56,11,Low,None,Unsatisfied,1,Weekly,Average,South America
37,Non-binary,Sales,Finance,11,Hybrid,21,3,Low,Depression,Neutral,3,Daily,Average,Europe
52,Non-binary,Software Engineer,Healthcare,7,Hybrid,29,4,Low,Burnout,Satisfied,4,Weekly,Good,Oceania
47,Male,Software Engineer,Retail,33,Onsite,23,9,High,Depression,Neutral,1,Daily,Poor,Asia
44,Prefer not to say,Software Engineer,Healthcare,24,Remote,34,4,Medium,Depression,Satisfied,4,Daily,Good,Africa
43,Female,Sales,Healthcare,24,Onsite,55,7,High,None,Unsatisfied,2,Weekly,Average,Asia
41,Female,Sales,Education,26,Onsite,51,12,Medium,Depression,Satisfied,1,Daily,Average,Asia
60,Prefer not to say,Software Engineer,Manufacturing,8,Hybrid,53,10,High,Depression,Neutral,2,Weekly,Good,Africa
51,Prefer not to say,Sales,Manufacturing,14,Remote,53,7,Medium,Burnout,Unsatisfied,4,Daily,Poor,Asia
35,Female,Software Engineer,IT,10,Hybrid,44,0,Medium,None,Neutral,1,Daily,Poor,Oceania
53,Non-binary,Marketing,Retail,27,Hybrid,33,5,Medium,Anxiety,Satisfied,5,Daily,Good,Africa
50,Prefer not to say,Software Engineer,IT,32,Remote,34,4,Medium,Anxiety,Neutral,2,None,Poor,Asia
23,Female,Sales,Manufacturing,8,Onsite,38,15,Low,None,Unsatisfied,1,None,Good,North America
36,Female,Project Manager,Retail,12,Onsite,29,5,Low,Depression,Neutral,2,None,Poor,Europe
57,Prefer not to say,Project Manager,IT,13,Remote,38,13,High,Burnout,Neutral,2,Weekly,Average,Europe
57,Female,Designer,Healthcare,23,Onsite,41,0,High,None,Neutral,5,Daily,Average,Asia
31,Prefer not to say,Sales,Retail,10,Remote,33,4,High,Depression,Satisfied,1,Weekly,Poor,Oceania
43,Non-binary,Sales,Finance,13,Onsite,44,11,Low,Anxiety,Satisfied,3,None,Good,Europe
41,Non-binary,Project Manager,Healthcare,13,Remote,38,1,Low,Burnout,Neutral,5,Weekly,Average,Oceania
24,Male,Data Scientist,Retail,23,Onsite,43,1,Medium,None,Satisfied,5,Weekly,Poor,Asia
50,Female,HR,Manufacturing,12,Remote,41,15,Low,Depression,Satisfied,3,Weekly,Poor,Asia
46,Male,Software Engineer,Healthcare,28,Remote,50,2,Low,None,Unsatisfied,4,Daily,Poor,Africa
56,Non-binary,Project Manager,Manufacturing,3,Remote,47,15,High,Depression,Unsatisfied,4,None,Good,Asia
34,Prefer not to say,Software Engineer,Manufacturing,6,Hybrid,36,15,High,Anxiety,Neutral,4,Weekly,Good,Europe
47,Non-binary,Data Scientist,Retail,33,Remote,41,8,High,Anxiety,Neutral,5,Weekly,Average,Asia
27,Female,Marketing,IT,1,Hybrid,52,7,High,Anxiety,Satisfied,2,Weekly,Poor,Oceania
51,Non-binary,Software Engineer,Consulting,32,Hybrid,32,4,Medium,Burnout,Satisfied,5,Weekly,Poor,Africa
27,Prefer not to say,Software Engineer,IT,3,Remote,40,6,High,None,Neutral,5,None,Good,North America
45,Prefer not to say,Sales,Healthcare,18,Remote,23,14,Medium,Burnout,Neutral,4,Daily,Good,Europe
54,Female,HR,Healthcare,31,Onsite,50,6,Low,Depression,Satisfied,3,Weekly,Good,Europe
45,Male,Software Engineer,Consulting,28,Remote,30,13,High,None,Neutral,4,Daily,Good,South America
38,Female,Project Manager,Manufacturing,10,Hybrid,25,0,Low,None,Unsatisfied,4,Weekly,Poor,Asia
33,Female,Software Engineer,Healthcare,13,Onsite,59,4,Medium,Burnout,Unsatisfied,3,Weekly,Average,Africa
34,Female,Data Scientist,Healthcare,3,Hybrid,45,5,High,Depression,Neutral,4,Daily,Good,South America
40,Prefer not to say,Designer,Manufacturing,28,Onsite,36,0,Low,Depression,Neutral,2,None,Poor,Asia
54,Female,Data Scientist,Healthcare,25,Onsite,36,3,High,Burnout,Satisfied,1,None,Good,South America
53,Non-binary,Designer,Healthcare,4,Remote,49,3,High,Burnout,Neutral,1,Weekly,Average,North America
56,Male,Designer,Healthcare,30,Hybrid,60,10,Low,Depression,Neutral,3,None,Average,Africa
47,Male,HR,IT,31,Remote,32,14,Low,Anxiety,Unsatisfied,3,Weekly,Poor,North America
39,Non-binary,Data Scientist,Finance,12,Onsite,39,6,High,Anxiety,Satisfied,2,None,Poor,South America
